Date,Symbol,Adj Close,Close,High,Low,Open,Volume,Exchange,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Weight,S&P500
2024-09-13,TGT,151.36000061035156,151.36000061035156,152.6199951171875,149.47999572753906,149.72000122070312,3592300.0,NYQ,Target Corporation,Target Corporation,Consumer Defensive,Discount Stores,151.36,69727772672,9230999552.0,0.027,Minneapolis,MN,United States,415000.0,0.0013354972863544,5626.02
2024-09-13,TDY,427.75,427.75,429.6900024414063,426.7300109863281,428.3800048828125,141900.0,NYQ,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,427.75,20011941888,1342000000.0,-0.036,Thousand Oaks,CA,United States,14900.0,0.0003832890835596,5626.02
2024-09-13,TFX,246.0500030517578,246.0500030517578,246.8500061035156,242.02999877929688,242.67999267578125,290600.0,NYQ,Teleflex Incorporated,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,246.05,11593261056,630556992.0,0.009,Wayne,PA,United States,14500.0,0.000222045937895,5626.02
2024-09-13,TER,131.22999572753906,131.22999572753906,132.24000549316406,128.83999633789062,129.1699981689453,1122700.0,NMS,"Teradyne, Inc.","Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,131.23,21413584896,628179008.0,0.066,North Reading,MA,United States,6200.0,0.0004101347773469,5626.02
2024-09-13,TSLA,230.2899932861328,230.2899932861328,232.6699981689453,226.32000732421875,228.0,59383300.0,NMS,"Tesla, Inc.","Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,230.29,735693570048,12177999872.0,0.023,Austin,TX,United States,140473.0,0.0140907522029895,5626.02
2024-09-13,TXN,199.92999267578125,199.92999267578125,200.8800048828125,196.8300018310547,197.1100006103516,4617000.0,NMS,Texas Instruments Incorporated,Texas Instruments Incorporated,Technology,Semiconductors,199.93,182545285120,7153999872.0,-0.156,Dallas,TX,United States,34000.0,0.0034962931350374,5626.02
2024-09-13,TXT,87.69999694824219,87.69999694824219,88.08999633789062,86.91999816894531,87.19000244140625,792200.0,NYQ,Textron Inc.,Textron Inc.,Industrials,Aerospace & Defense,87.7,16431734784,1688000000.0,0.03,Providence,RI,United States,35000.0,0.0003147173123879,5626.02
2024-09-13,TMO,611.1699829101562,611.1699829101562,617.0399780273438,607.8099975585938,614.8400268554688,1124300.0,NYQ,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,611.17,233464496128,10764999680.0,-0.014,Waltham,MA,United States,122000.0,0.0044715497009452,5626.02
2024-09-13,TJX,119.80999755859376,119.80999755859376,120.01000213623048,118.37000274658205,118.80999755859376,3961000.0,NYQ,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,119.81,135130095616,7125000192.0,0.056,Framingham,MA,United States,349000.0,0.0025881491561318,5626.02
2024-09-13,TSCO,282.9599914550781,282.9599914550781,286.32000732421875,281.010009765625,281.69000244140625,540600.0,NMS,Tractor Supply Company,Tractor Supply Company,Consumer Cyclical,Specialty Retail,282.96,30522611712,1906818944.0,0.015,Brentwood,TN,United States,50000.0,0.0005846001320818,5626.02
2024-09-13,TDG,1367.760009765625,1367.760009765625,1376.1500244140625,1345.219970703125,1347.8499755859375,149100.0,NYQ,Transdigm Group Incorporated,TransDigm Group Incorporated,Industrials,Aerospace & Defense,1367.76,76746932224,3774000128.0,0.173,Cleveland,OH,United States,15500.0,0.0014699353757264,5626.02
2024-09-13,TRV,237.8300018310547,237.8300018310547,238.2400054931641,234.42999267578125,235.5399932861328,1108600.0,NYQ,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,237.83,54208831488,5625999872.0,0.117,New York,NY,United States,32967.0,0.0010382627262342,5626.02
2024-09-13,TRMB,56.5,56.5,56.77999877929688,55.93000030517578,55.959999084472656,750200.0,NMS,Trimble Inc.,Trimble Inc.,Technology,Scientific & Technical Instruments,56.5,13797751808,766300032.0,-0.124,Westminster,CO,United States,12700.0,0.000264268588989,5626.02
2024-09-13,TYL,581.9600219726562,581.9600219726562,584.6699829101562,579.4299926757812,583.1799926757812,140000.0,NYQ,"Tyler Technologies, Inc.","Tyler Technologies, Inc.",Technology,Software - Application,581.96,24833806336,356057984.0,0.073,Plano,TX,United States,7360.0,0.0004756423402134,5626.02
2024-09-13,TSN,61.400001525878906,61.400001525878906,62.119998931884766,60.86000061035156,61.63999938964844,2145500.0,NYQ,"Tyson Foods, Inc.","Tyson Foods, Inc.",Consumer Defensive,Farm Products,61.4,21847963648,2556000000.0,0.016,Springdale,AR,United States,139000.0,0.0004184544414107,5626.02
2024-09-13,UBER,72.4800033569336,72.4800033569336,72.75499725341797,70.94000244140625,72.4000015258789,30368400.0,NYQ,"Uber Technologies, Inc.","Uber Technologies, Inc.",Technology,Software - Application,72.48,152276140032,2796999936.0,0.159,San Francisco,CA,United States,30400.0,0.002916547653772,5626.02
2024-09-13,UDR,47.130001068115234,47.130001068115234,47.22999954223633,46.709999084472656,46.810001373291016,2908700.0,NYQ,"UDR, Inc.","UDR, Inc.",Real Estate,REIT - Residential,47.13,17707872256,998438976.0,0.012,Highlands Ranch,CO,United States,1397.0,0.0003391591963828,5626.02
2024-09-13,ULTA,378.3399963378906,378.3399963378906,382.8399963378906,375.0,375.989990234375,762400.0,NMS,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,378.34,17825376256,1827608064.0,0.009,Bolingbrook,IL,United States,20000.0,0.000341409752612,5626.02
2024-09-13,UNP,249.1199951171875,249.1199951171875,252.0,248.5500030517578,249.94000244140625,2267800.0,NYQ,Union Pacific Corporation,Union Pacific Corporation,Industrials,Railroads,249.12,151763402752,11768999936.0,0.007,Omaha,NE,United States,30804.0,0.0029067271874095,5626.02
2024-09-13,UAL,50.220001220703125,50.220001220703125,51.2400016784668,49.88999938964844,50.09999847412109,9698200.0,NMS,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",Industrials,Airlines,50.22,16514042880,7616000000.0,0.057,Chicago,IL,United States,106000.0,0.0003162937608336,5626.02
2024-09-13,UPS,127.23999786376952,127.23999786376952,128.7899932861328,125.66000366210938,128.6699981689453,5214100.0,NYQ,"United Parcel Service, Inc.","United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,127.24,108990980096,11612000256.0,-0.011,Atlanta,GA,United States,500000.0,0.0020875062055979,5626.02
